Metrics;LoadPoint;Bandwidth;src;dest; ;rep1;rep2;rep3;rep4;rep5
blocking probabilities per pair and bandwidth;3;40.0Gbps;5;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;4;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;5;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;1;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;1;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;4;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;5;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;4;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;3;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;6;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;2;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;3;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;4;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;5;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;1;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;3;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;1;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;2;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;6;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;1;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;40.0Gbps;6;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;6;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;4;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;3;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;2;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;5;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;3;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;2;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;6;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;2;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;5;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;4;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;5;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;1;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;1;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;4;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;5;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;4;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;3;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;6;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;2;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;3;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;4;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;5;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;1;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;3;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;1;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;2;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;6;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;1;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;80.0Gbps;6;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;6;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;4;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;3;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;2;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;5;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;3;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;2;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;6;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;2;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;5;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;4;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;5;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;1;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;1;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;4;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;5;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;4;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;3;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;6;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;2;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;3;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;4;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;5;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;1;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;3;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;1;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;2;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;6;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;1;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;160.0Gbps;6;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;6;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;4;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;3;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;2;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;5;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;3;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;2;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;6;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;2;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;5;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;4;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;5;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;1;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;1;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;4;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;5;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;4;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;3;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;6;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;2;1; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;3;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;4;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;5;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;1;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;3;4; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;1;5; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;2;6; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;6;3; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;1;2; ;0.0;0.0;0.0;0.0;0.0
blocking probabilities per pair and bandwidth;3;320.0Gbps;6;5; ;0.0;0.0;0.0;0.0;0.0


